S No,College_Code,College_Name,College_Type,Region,District,Place,COED,Affliate_Univ,ESTD,Branch,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,FEE
110,KIEW,"KAKINADA INST OF ENGG AND
TECHNOLOGY FOR WOMEN",PVT,AU,EG,KAKINADA,GIRLS,JNTUK,2008,CSM,,161583,,164982,,161583,,161583,,168370,,161583,,164982,,161583,,163814,35000
111,KISR,"KAKINADA INSTITUTE OF
TECHNOLOGY SCIENCES",PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2008,AIM,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169142,169163,169163,169163,,,38000
112,KISR,"KAKINADA INSTITUTE OF
TECHNOLOGY SCIENCES",PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2008,CIT,149492,154596,151297,154596,149492,154596,149492,154596,172280,172280,149492,154596,149492,157729,149492,154596,,,38000
113,KISR,"KAKINADA INSTITUTE OF
TECHNOLOGY SCIENCES",PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2008,CSE,101712,101712,169326,173215,172353,172353,134151,166833,162132,162132,101712,101712,135734,138764,155555,155555,78746,129148,38000
114,KISR,"KAKINADA INSTITUTE OF
TECHNOLOGY SCIENCES",PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2008,ECE,87832,105217,128960,128960,87832,105217,128612,128612,87832,167620,87832,105217,139784,139784,87832,105217,140789,151458,38000
115,KISR,"KAKINADA INSTITUTE OF
TECHNOLOGY SCIENCES",PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2008,PHE,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,,,38000
116,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,AGR,156584,156584,156584,173412,173169,173169,170497,170497,173554,173554,156584,156584,156584,163912,156584,156584,,,35000
117,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,AID,161341,161341,171542,171542,170038,171263,161341,161341,163338,163338,161341,161341,161341,171307,161341,161341,144400,,35000
118,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,CIV,72809,138545,173551,173551,173088,173277,72809,138545,72809,138545,72809,138545,72809,138545,102443,138545,,,35000
119,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,CSE,53042,58740,168196,168196,80332,80332,123954,123954,116353,116353,53042,58740,75171,109588,124724,124724,141410,126191,35000
120,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,ECE,82065,148223,168616,168616,82065,155533,153793,153793,167653,167653,82065,148223,155731,155731,82065,148223,138345,156375,35000
121,KTSP,"KAKINADA INSTITUTE OF
TECHNOLOGY AND SCIENCE",PVT,AU,EG,DIVILI,COED,JNTUK,2008,MEC,142170,149954,170826,170826,142170,172833,142170,149954,142170,149954,142170,149954,142170,149954,142170,149954,112004,,35000
122,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMPACHODAV
ARAM",COED,JNTUK,2000,CIV,102805,102805,146025,146025,102805,102805,102805,102805,102805,102805,102805,102805,102805,102805,102805,102805,,,35000
123,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMPACHODAV
ARAM",COED,JNTUK,2000,CSE,83871,83871,171077,172269,83871,83871,140130,140130,161802,161802,83871,83871,142331,165249,164430,164430,104002,133801,35000
124,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMPACHODAV
ARAM",COED,JNTUK,2000,ECE,153779,153779,153779,153779,162658,162658,153779,153779,153779,153779,153779,153779,153779,153779,153779,153779,,,35000
125,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMPACHODAV
ARAM",COED,JNTUK,2000,EEE,76611,86590,76611,86590,76611,86590,131174,131174,76611,86590,76611,86590,76611,86590,76611,86590,120734,,35000
126,LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMPACHODAV
ARAM",COED,JNTUK,2000,MEC,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,167340,109157,,35000
127,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,CAI,27913,29152,172768,172768,81109,81109,84400,84400,55108,75577,27913,61328,41225,41225,123928,123928,29292,28052,63000
128,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,CIV,155945,156584,173282,173282,155945,156584,155945,156584,155945,156584,155945,156584,166955,167348,167396,167396,107167,98918,63000
129,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,CSD,22807,23835,113429,171847,142420,171946,63505,63840,39698,47264,22807,23835,33965,36629,104335,104335,22993,25939,63000
130,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,CSE,10942,13509,41033,41033,144134,170889,19363,33334,18403,18403,38389,41400,24357,24357,28055,94357,14283,14946,63000
131,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,CSM,21941,23578,105925,170854,142631,147494,55485,55485,36476,36476,57013,57013,33358,33358,72275,135265,25399,24263,63000
132,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,ECE,32934,32934,149423,170843,171737,172800,71567,79137,67618,77819,75307,75307,61509,61509,158285,164536,36285,41390,63000
133,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,EEE,85317,85317,172669,172669,86291,86291,119499,160158,114712,116056,85317,85317,86340,94775,123858,137183,85603,49672,63000
134,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,INF,19838,33045,114459,114459,120902,170657,48101,129328,43906,43906,19838,151780,22623,44336,124969,124969,27172,26468,63000
135,PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,MEC,129338,143817,171988,171988,129338,143817,168396,168396,168478,168478,129338,143817,166906,166906,147383,147383,126248,120221,63000
136,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,CIV,65864,65864,144540,144540,65864,65864,65864,65864,65864,65864,65864,65864,65864,65864,65864,65864,,,35000
137,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,CSE,87649,104987,131002,145882,95086,131002,163578,163578,124542,126411,87649,104987,134064,148134,121475,121475,150105,135217,35000
138,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,ECE,173082,173082,173082,173517,173082,173082,173082,173082,173082,173082,173082,173082,173082,173082,173082,173082,132493,,35000
139,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,EEE,166876,166876,166876,166876,166876,169857,166876,166876,166876,166876,166876,166876,166876,166876,166876,166876,,,35000
140,PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,MEC,120063,167620,120063,167620,169286,169286,120063,167620,120063,167620,120063,167620,120063,167620,120063,167620,,,35000
141,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,CAI,123130,123130,146571,153605,149570,170859,163030,167079,164603,164603,163266,163266,151594,151594,151304,151304,129872,135749,35000
142,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,CSE,51561,51561,172178,172178,102898,105374,168288,168288,142753,157834,51561,153089,145810,145810,119888,119888,166242,126692,35000
143,PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,ECE,169131,169131,169131,169131,169131,169131,169163,169163,169131,169131,,169131,169131,169131,169163,169163,,101906,35000
144,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,CSD,127673,162592,127673,162592,127673,162592,153216,162592,154266,162592,137940,162592,164444,164444,149197,162592,97756,125696,35000
145,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,CSE,80354,84250,170679,170679,128477,128477,153365,160130,119888,142079,106874,106874,145036,145036,110233,116096,83765,138045,35000
146,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,CSM,126580,126580,159825,159825,145462,145462,147675,147675,168046,168046,126580,126580,157260,167168,149348,149348,165372,152380,35000
147,RIET,"RAJAMAHENDRI INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,ECE,109151,161773,159781,166093,143461,161773,138266,167787,161975,161975,109151,161773,164788,164788,144565,166011,157834,112214,35000
148,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AIM,84009,84009,138360,138360,154887,154887,102677,141519,84009,87859,84009,84009,156013,156013,110305,110305,90288,52384,43000
149,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,CIV,117994,117994,150111,168689,152097,152097,152680,152680,155180,168396,117994,117994,159860,159860,117994,117994,89039,165577,43000
150,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,CSE,63578,63578,109881,109881,137725,137725,89000,159370,74258,74258,100444,100444,74180,98025,128410,128410,56602,47978,43000
151,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,ECE,105672,111284,172814,172814,173200,173200,149067,149067,157040,157040,105672,114744,156098,156098,141267,141267,106500,90033,43000
152,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,EEE,134252,134252,137072,137072,134252,134252,148906,150083,163359,163359,134252,134252,166088,166088,144014,144014,126019,125488,43000
153,SRIN,"SRINIVASA INST OF ENGG AND
TECHNOLOGY",PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,MEC,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,156632,,,43000
154,VJCP,V JS COLLEGE OF PHARMACY,PVT,AU,EG,RAJAHMUNDRY,COED,AU,2007,PHM,44795,44795,44795,44795,44795,58235,44795,44795,44795,44795,44795,44795,44795,44795,173341,173341,,,41000
155,VKSR,VIKAS INST. OF PHARM.SCI.,PVT,AU,EG,RAJAHMUNDRY,COED,AU,2008,PHM,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,98322,,,47900
156,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,CIV,169131,169131,173540,173540,169131,169131,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,,51000
157,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,CSD,102898,102898,146102,173314,102898,102898,116353,127749,164035,164035,102898,102898,156074,156074,118414,118414,81566,102176,51000
158,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,CSE,71343,71343,166876,166876,168616,168616,143268,157232,89476,89476,111694,111694,106942,157182,127346,160620,66773,136535,51000
159,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,CSM,85354,136945,170457,170457,94887,136945,138433,138433,150330,150330,85354,136945,124101,136945,105121,136945,111652,107792,51000
160,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,ECE,120479,120479,172235,172235,172218,172218,166552,166552,166167,166167,152000,152000,163110,163460,157260,157260,135809,160835,51000
161,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,EEE,139113,139113,139113,162460,139113,139113,139113,139113,143562,143562,139113,139113,154094,154094,168761,168761,158732,,51000
162,VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,"RAMACHANDRA
PURAM",COED,JNTUK,2009,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,51000
163,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AGR,91773,91773,170649,170649,91773,91773,91773,91773,91773,91773,91773,91773,91773,150852,91773,91773,,,35000
164,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,CIV,10541,10541,135463,135463,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,10541,,,35000
165,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,CS,124940,158391,170838,170838,150507,158391,164739,164739,124940,158391,124940,158391,124940,158391,135217,158391,148353,,35000
166,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,CSE,54529,147397,170618,172560,147039,158764,140493,147397,166282,166282,166971,166971,161171,161171,149533,149533,129360,126728,35000
167,AMRN,"A.M.REDDY MEMORIAL COLL. OF
ENGINEERING",PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,ECE,57342,65698,172578,173507,57342,129747,164691,164691,167875,167875,57342,65698,158232,158232,160257,160257,,,35000
168,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,AIM,62364,62364,112751,112751,147675,172990,69099,69099,86304,86304,62364,62364,93495,114952,112802,112802,68702,36316,40000
169,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,CIV,137249,137249,170053,170053,146494,146494,137249,137249,137249,137249,137249,137249,137249,137249,137249,137249,103641,143756,40000
170,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,CS,43132,43132,164477,169559,152542,152542,146989,146989,102480,136230,43132,43132,79981,83765,97750,126384,64147,86493,40000
171,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,CSE,24590,24590,28621,31333,54668,61199,37908,115641,35686,35686,24590,24590,44861,44861,30661,50848,33160,34173,40000
172,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,DS,69725,69725,162354,168224,166012,169483,158951,158951,121785,121785,69725,69725,71212,71212,132087,156653,52519,98548,40000
173,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,ECE,32348,65827,57293,65827,114194,121833,44996,69559,76511,107418,44119,65827,58843,65827,65839,65839,53685,28874,40000
174,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,EEE,68005,172579,172116,172579,171343,172656,128734,172579,140051,172579,103954,172579,121129,172579,126495,172579,133020,136450,40000
175,ANCUSF,"ANU COLLEGE OF ENGG
TECHNOLOGY-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2009,MEC,70753,70753,167450,171696,150410,150410,146049,173352,109478,109478,70753,70753,171568,171568,70753,70753,139237,,40000
176,ANUPSF,"ANU COLL OF PHARMACEUTICAL
SCIENCES-SELF FINANCE",SF,AU,GTR,GUNTUR,COED,ANU,2010,PHM,91686,103892,168446,168446,91686,103892,91686,103892,91686,103892,91686,103892,91686,103892,91686,103892,,,31000
177,ARMN,"A M REDDY MEMORIAL COLL. OF
PHARMACY",PVT,AU,GTR,NARSARAOPET,COED,ANU,2004,PHM,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,64947,,,35000
178,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,CIV,161120,161120,164524,164524,161120,161120,168250,168250,161120,161120,161120,161120,166478,166478,161120,161120,168643,160783,61000
179,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,CS,40006,50933,135136,145609,148199,148199,77120,89966,63864,134701,40006,87029,65004,147829,40006,102038,40638,47178,61000
180,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,CSE,22873,22873,69864,69864,128435,128435,46531,58248,38332,38332,57864,57864,32685,32685,33402,48220,22444,28564,61000
181,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,CSM,31100,31837,107682,144093,134115,158666,61667,75307,62548,62548,31100,31837,50692,51618,45294,93301,33733,36843,61000
182,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,DS,31110,39150,126935,133593,123416,123416,65646,108927,65256,115043,48062,48062,50692,50692,61261,65357,39871,41555,61000
183,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,ECE,40508,42690,152317,152317,96411,124032,65439,89344,68661,98548,40508,46203,75049,75049,73588,73588,54711,76671,61000
184,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,EEE,88748,130720,171742,171742,170065,170065,156783,158350,168854,169025,155302,155302,155475,155475,167749,167749,131639,153356,61000
185,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,EIE,128343,128343,168827,168827,128343,128343,128343,128343,167128,167128,128343,128343,128343,128343,128343,128343,125523,,61000
186,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,INF,36603,41008,101758,173146,112408,136288,50887,65864,58966,69434,36603,41008,54674,114811,48448,83363,34279,51107,61000
187,BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,MEC,89600,150773,165282,165282,89600,150773,128016,150773,89600,150773,89600,150773,121928,150773,89600,162427,139640,,61000
188,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,AIM,,156323,,156323,,156323,,168509,,159739,,156323,,168784,,159071,,87267,35000
189,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,CSE,,87835,,147249,,157516,,95770,,163528,,,,101837,,107383,,129843,35000
190,BWEC,BAPATLA WOMENS ENGG COLLEGE,PVT,AU,GTR,BAPATLA,GIRLS,ANU,2009,ECE,,161032,,170677,,164708,,161032,,161032,,161032,,164406,,161032,,156468,35000
191,CHBR,CHEBROLU ENGINEERING COLLEGE,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSD,118192,118192,171326,171326,120842,160212,153545,167380,166517,166517,118192,118192,118192,122905,144690,144690,119376,149892,35000
192,CHBR,CHEBROLU ENGINEERING COLLEGE,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSE,123872,141644,172763,172763,170206,170206,162468,162468,140056,167556,148799,148799,153267,162715,153616,162440,158391,166242,35000
193,CHBR,CHEBROLU ENGINEERING COLLEGE,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSM,106693,106693,171758,171758,110214,110214,166503,166503,161974,161974,106693,146192,155454,155454,128343,128343,116353,137548,35000
194,CHBR,CHEBROLU ENGINEERING COLLEGE,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,ECE,145606,145606,171934,171934,145606,145606,151638,151638,165884,165884,145606,145606,167214,167214,168370,168370,135691,,35000
195,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CAI,77008,77008,97107,171849,141029,141029,137497,142945,139144,162994,92713,92713,85570,85570,98761,143001,78575,86420,35000
196,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CIT,77172,86263,170000,170000,86370,86370,158048,158048,168070,168070,77172,86263,115672,124580,105446,148555,85467,93896,35000
197,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CSC,76611,76611,170458,170458,171241,171241,127110,141155,162715,162715,76611,124011,76611,101627,147009,153659,74728,79834,35000
198,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CSD,74565,78670,74565,78670,74565,78670,84991,162246,147148,147148,74565,78670,90288,104953,74565,78670,48839,78147,35000
199,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CSE,50811,51182,129360,171976,172950,172950,78444,78444,73445,139676,50811,51182,67323,85998,74489,74489,59217,46227,35000
200,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,CSM,64173,67450,172623,172623,160329,160329,134804,134804,158474,158474,114410,114410,95678,167303,98374,98374,53477,90327,35000
201,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,ECE,98359,98359,171931,171931,107432,165636,164865,164865,141979,160757,98359,141120,130266,130917,157804,164678,100215,122862,35000
202,CIET,"CHALAPATHI INST OF ENGG AND
TECHNOLOGY",PVT,AU,GTR,GUNTUR,COED,ANU,2007,EEE,124101,124101,168976,168976,135265,135265,124101,124101,124101,124101,124101,124101,162715,162715,145330,145330,142200,149863,35000
203,CIPS,"CHEBROLU HANUMAIAH INST. OF
PHARM SCIENCES",PVT,AU,GTR,GUNTUR,COED,ANU,2005,PHM,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,,39600
204,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AIM,104146,126126,121253,126126,104146,126126,140242,167140,167497,167497,118604,126126,135927,135927,149181,149181,98604,125954,35000
205,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CAI,129624,142608,153398,153398,129624,142608,158337,158337,167371,167371,129624,142608,135022,142608,153258,153258,127699,148660,35000
206,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CIV,169131,169131,172239,172239,173554,173554,169131,169131,169169,169169,,169131,169131,169131,169131,169131,158906,,35000
207,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSC,114961,154876,125715,154876,114961,154876,157878,157878,123158,167191,114961,154876,146907,154876,114961,154876,127535,100730,35000
208,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSD,115893,115893,172502,172646,171391,171391,156468,156468,165103,165103,115893,115893,133923,158221,147850,163831,113974,127435,35000
209,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,CSE,60103,62609,171144,171144,169605,172298,94500,167875,127416,132052,75675,75675,89974,91658,109224,109224,71922,99424,35000
210,CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,ECE,129409,129409,141097,172618,130906,130906,139812,157709,158413,167079,149095,149095,154313,166784,146066,146066,126384,103811,35000
211,CLPT,"CHALAPATHI INSTITUTE OF
PHARMACEUTICAL SCI.",PVT,AU,GTR,GUNTUR,COED,ANU,2004,PHD,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,170988,,,36600
212,CLPT,"CHALAPATHI INSTITUTE OF
PHARMACEUTICAL SCI.",PVT,AU,GTR,GUNTUR,COED,ANU,2004,PHM,169131,169163,173540,173540,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,36100
213,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AUT,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,169372,,,35000
214,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,CSE,73110,104936,158514,158514,161884,161884,135515,135515,109981,109981,73110,104936,87423,104936,98967,104936,92304,102185,35000
215,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,CSG,136190,136190,172741,172741,152542,152542,151961,161531,159860,164154,136190,136190,167009,167009,142692,142692,165448,127509,35000
216,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,CSM,109769,109769,170667,170667,139514,159138,163861,163861,151536,163706,109769,109769,167590,167590,135265,163371,155380,134198,35000
217,ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,ECE,165344,165344,168119,171524,165344,165344,165344,165344,165344,165344,165344,165344,165344,165344,165344,165344,108641,131397,35000
